Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
61,3.0,0.0,0.0,45.0,1.0,45.0,3748.0,0.1,21.40700000000003,0.0,0.0,1063.1153535842896,,,,,,,,,,,,,,,,,,,,,6.146328400273082,7.029360849837547,21.172739528304795,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,323.0,2.0,278.0,4026.0,0.1,216.30799999999994,0.0,0.0,1087.7383477687836,,,,,,,,,,,,,,,,,,,,,89.5188199296911,57.7735286988514,191.80518662761457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,495.0,3.0,172.0,4198.0,0.1,96.50499999999968,0.0,0.0,1103.2910981178284,,,,,,,,,,,,,,,,,,,,,34.318792092427685,25.415436102866995,90.78364426498815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,659.0,4.0,164.0,4362.0,0.1,120.70899999999997,0.0,0.0,1117.9160888195038,,,,,,,,,,,,,,,,,,,,,46.365486402610905,35.79242499292742,113.3316101185989,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,799.0,5.0,140.0,4502.0,0.1,94.60699999999989,0.0,0.0,1130.4376049041748,,,,,,,,,,,,,,,,,,,,,36.492684161678596,28.494541833834827,89.67728911831253,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,859.0,6.0,60.0,4562.0,0.1,35.306999999999995,0.0,0.0,1136.0659747123718,,,,,,,,,,,,,,,,,,,,,13.521839893497928,11.48597033735645,34.564784610827175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,941.0,7.0,82.0,4644.0,0.1,57.605999999999995,0.0,0.0,1143.9040501117706,,,,,,,,,,,,,,,,,,,,,22.509534937811566,17.70951585790942,55.87190607534407,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,1012.0,8.0,71.0,4715.0,0.1,50.407,0.0,0.0,1150.4190616607666,,,,,,,,,,,,,,,,,,,,,18.8830647060557,16.563555917408568,49.16458240609983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,1211.0,9.0,199.0,4914.0,0.1,120.80600000000004,0.0,0.0,1168.0096917152405,,,,,,,,,,,,,,,,,,,,,58.47494150907633,33.55418252154223,109.38815355865768,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,1245.0,10.0,34.0,4948.0,0.1,17.60800000000002,0.0,0.0,1171.3873856067657,,,,,,,,,,,,,,,,,,,,,5.446506891710861,6.071262109040883,17.45771674144799,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,1509.0,11.0,264.0,5212.0,0.1,178.4059999999999,0.0,0.0,1194.816746711731,,,,,,,,,,,,,,,,,,,,,77.87166463383285,44.389652352386086,158.16405047356494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,1624.0,12.0,115.0,5327.0,0.1,78.61099999999999,0.0,0.0,1205.1504311561584,,,,,,,,,,,,,,,,,,,,,30.83630652729848,24.79126778339982,75.21517989396874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,1665.0,13.0,41.0,5368.0,0.1,25.106000000000016,0.0,0.0,1209.1448216438293,,,,,,,,,,,,,,,,,,,,,8.768887353890246,8.513092378739694,24.79604290826412,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,1795.0,14.0,130.0,5498.0,0.1,78.30599999999997,0.0,0.0,1220.792099237442,,,,,,,,,,,,,,,,,,,,,32.0816975876611,22.03069810720566,74.28387277528185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,1880.0,15.0,85.0,5583.0,0.1,58.507,0.0,0.0,1228.4761893749237,,,,,,,,,,,,,,,,,,,,,23.73432952013963,18.65366254473417,56.602730849756796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,1907.0,16.0,27.0,5610.0,0.1,12.505999999999995,0.0,0.0,1231.4850089550018,,,,,,,,,,,,,,,,,,,,,3.8384674170878843,4.283296641000514,12.427203359253777,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,2268.0,17.0,361.0,5971.0,0.1,239.91199999999995,0.0,0.0,1262.9601883888245,,,,,,,,,,,,,,,,,,,,,105.6680166514517,66.26407945245768,202.16998378641495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,2420.0,18.0,152.0,6123.0,0.1,70.10599999999987,0.0,0.0,1276.45294547081,,,,,,,,,,,,,,,,,,,,,24.1217016193177,19.265944009878,66.57257994116607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,2517.0,19.0,97.0,6220.0,0.1,73.30599999999995,0.0,0.0,1285.240432024002,,,,,,,,,,,,,,,,,,,,,28.396371526081165,23.52625404374514,70.69286700310936,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,2557.0,20.0,40.0,6260.0,0.1,21.40600000000002,0.0,0.0,1289.260413646698,,,,,,,,,,,,,,,,,,,,,6.801375579147695,7.193256589931729,21.17627635326427,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,46.0,1.0,46.0,6306.0,0.1,26.20900000000002,0.0,0.0,1722.13804936409,,,,,,,,,,,,,,,,,,,,,8.47917100545065,8.856311577151443,25.870673610296258,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,123.0,2.0,77.0,6383.0,0.1,48.605999999999995,0.0,0.0,1729.654822587967,,,,,,,,,,,,,,,,,,,,,18.96766037613606,14.46285750361719,47.23992275662803,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,173.0,3.0,50.0,6433.0,0.1,26.412000000000027,0.0,0.0,1734.5924439430237,,,,,,,,,,,,,,,,,,,,,7.8791990299396515,8.892993377679806,26.070154286922577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,407.0,4.0,234.0,6667.0,0.1,131.80899999999968,0.0,0.0,1755.6186697483063,,,,,,,,,,,,,,,,,,,,,45.39363925582106,35.111706904246205,121.42962623698564,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,632.0,5.0,225.0,6892.0,0.1,131.607,0.0,0.0,1775.7207181453705,,,,,,,,,,,,,,,,,,,,,61.743037412712674,35.8079119990142,117.95059983120238,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1015.0,6.0,383.0,7275.0,0.1,233.7259999999998,0.0,0.0,1810.1093471050262,,,,,,,,,,,,,,,,,,,,,90.78976524518274,65.25029010385437,199.35202460828697,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1376.0,7.0,361.0,7636.0,0.1,214.10600000000008,0.0,0.0,1842.3484926223755,,,,,,,,,,,,,,,,,,,,,101.79437711511532,53.33430179841662,177.71347910617672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1480.0,8.0,104.0,7740.0,0.1,43.815000000000026,0.0,0.0,1851.8190023899078,,,,,,,,,,,,,,,,,,,,,11.209836824561023,13.080986766687026,42.73460344252725,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1800.0,9.0,320.0,8060.0,0.1,209.71,0.0,0.0,1880.4068570137024,,,,,,,,,,,,,,,,,,,,,92.16061295976998,54.747693440893755,180.57958243816762,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1859.0,10.0,59.0,8119.0,0.1,32.705999999999996,0.0,0.0,1885.9986453056335,,,,,,,,,,,,,,,,,,,,,12.573659737309624,10.100783259773998,32.02817840412858,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,2127.0,11.0,268.0,8387.0,0.1,183.50799999999995,0.0,0.0,1910.2380385398865,,,,,,,,,,,,,,,,,,,,,81.75715169553636,49.47079638265295,161.9207629507349,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,2439.0,12.0,312.0,8699.0,0.1,224.81299999999987,0.0,0.0,1938.5954003334045,,,,,,,,,,,,,,,,,,,,,88.92115260270336,60.27338654051793,197.46433158679875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,2596.0,13.0,157.0,8856.0,0.1,100.90499999999989,0.0,0.0,1953.2826430797577,,,,,,,,,,,,,,,,,,,,,39.59599067347678,27.33355553480661,94.87809076770883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,2760.0,14.0,164.0,9020.0,0.1,99.90800000000002,0.0,0.0,1968.6609890460968,,,,,,,,,,,,,,,,,,,,,45.211345936966076,27.212725699041908,92.67860379532449,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,2845.0,15.0,85.0,9105.0,0.1,66.30699999999999,0.0,0.0,1977.1070766448975,,,,,,,,,,,,,,,,,,,,,26.575233970958635,21.339514994393443,64.17639372352184,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,3085.0,16.0,240.0,9345.0,0.1,156.90699999999975,0.0,0.0,1999.1528053283691,,,,,,,,,,,,,,,,,,,,,57.72034114197302,47.118955498464906,143.34065609746537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,3440.0,17.0,355.0,9700.0,0.1,263.7069999999998,0.0,0.0,2031.5045223236084,,,,,,,,,,,,,,,,,,,,,105.28817178961955,68.99939342024112,226.7830383082635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,3529.0,18.0,89.0,9789.0,0.1,66.80699999999999,0.0,0.0,2039.9955685138702,,,,,,,,,,,,,,,,,,,,,26.56755527925487,21.019328806877425,64.57156614086192,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,3618.0,19.0,89.0,9878.0,0.1,42.91200000000001,0.0,0.0,2048.4771473407745,,,,,,,,,,,,,,,,,,,,,11.799579447191912,13.417373080816025,41.945686857227514,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,3888.0,20.0,270.0,10148.0,0.1,237.30599999999998,0.0,0.0,2073.4155774116516,,,,,,,,,,,,,,,,,,,,,104.40537954301412,63.130713043645464,209.53540880558876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,79.0,1.0,79.0,10227.0,0.1,57.70799999999999,0.0,0.0,2514.444346666336,,,,,,,,,,,,,,,,,,,,,22.429429684793742,18.442272967152782,56.04811523726058,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,241.0,2.0,162.0,10389.0,0.1,112.70599999999999,0.0,0.0,2529.685350418091,,,,,,,,,,,,,,,,,,,,,48.857809311780514,31.474929499285892,105.00093175406805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,321.0,3.0,80.0,10469.0,0.1,52.507999999999996,0.0,0.0,2537.142213821411,,,,,,,,,,,,,,,,,,,,,19.271941382465755,16.56684353642579,51.068330281635724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,698.0,4.0,377.0,10846.0,0.1,265.7080000000002,0.0,0.0,2570.8469038009644,,,,,,,,,,,,,,,,,,,,,117.32936388539113,68.0956015686252,221.91844478633558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,841.0,5.0,143.0,10989.0,0.1,108.506,0.0,0.0,2583.952734708786,,,,,,,,,,,,,,,,,,,,,44.51239970837333,31.366299922647595,102.3453151266408,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1158.0,6.0,317.0,11306.0,0.1,234.90699999999995,0.0,0.0,2612.3250415325165,,,,,,,,,,,,,,,,,,,,,101.8534985631005,59.54687002169125,203.0252885072231,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1331.0,7.0,173.0,11479.0,0.1,116.20599999999985,0.0,0.0,2628.190186023712,,,,,,,,,,,,,,,,,,,,,46.14049185824467,31.903632560889402,108.44046740286204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1401.0,8.0,70.0,11549.0,0.1,41.606,0.0,0.0,2634.794947862625,,,,,,,,,,,,,,,,,,,,,15.166518993149362,12.955620330845777,40.62555415323184,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1692.0,9.0,291.0,11840.0,0.1,227.107,0.0,0.0,2660.8642206192017,,,,,,,,,,,,,,,,,,,,,94.10212147204093,61.92018656403518,200.12332918668042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,2184.0,10.0,492.0,12332.0,0.1,344.5110000000002,0.0,0.0,2704.4912536144257,,,,,,,,,,,,,,,,,,,,,134.08761829783342,80.84202069883044,279.09780831629035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2812.0,11.0,628.0,12960.0,0.1,502.30600000000004,0.0,0.0,2760.427137851715,,,,,,,,,,,,,,,,,,,,,206.09405335467034,108.1262180812173,373.6258124924396,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2969.0,12.0,157.0,13117.0,0.1,90.60699999999991,0.0,0.0,2774.5730888843536,,,,,,,,,,,,,,,,,,,,,34.691272015514464,25.960901744346305,85.3310470566304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,3135.0,13.0,166.0,13283.0,0.1,127.60699999999997,0.0,0.0,2789.5476899147034,,,,,,,,,,,,,,,,,,,,,54.554633368724254,36.9681792228874,118.78838885010322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,3276.0,14.0,141.0,13424.0,0.1,83.50999999999999,0.0,0.0,2802.4553875923157,,,,,,,,,,,,,,,,,,,,,34.206287130655525,24.27872954263081,78.84452371748887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,3437.0,15.0,161.0,13585.0,0.1,108.50899999999999,0.0,0.0,2817.259218931198,,,,,,,,,,,,,,,,,,,,,47.647587460778496,32.91312746760373,101.03971681272334,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,3479.0,16.0,42.0,13627.0,0.1,19.410000000000025,0.0,0.0,2821.459424972534,,,,,,,,,,,,,,,,,,,,,5.449582988350206,6.43494662663513,19.219537369691306,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,4372.0,17.0,893.0,14520.0,0.1,711.6050000000001,0.0,0.0,2900.1713469028473,,,,,,,,,,,,,,,,,,,,,272.5524732204144,138.22107252481342,469.153479219129,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,4527.0,18.0,155.0,14675.0,0.1,115.00499999999991,0.0,0.0,2913.9102449417114,,,,,,,,,,,,,,,,,,,,,46.61137991568412,33.986688296085056,107.99612035766395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,4793.0,19.0,266.0,14941.0,0.1,199.80599999999998,0.0,0.0,2937.455684185028,,,,,,,,,,,,,,,,,,,,,78.96880302924792,52.91052754899654,179.15843610800007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,5021.0,20.0,228.0,15169.0,0.1,181.30599999999998,0.0,0.0,2957.9878408908844,,,,,,,,,,,,,,,,,,,,,76.31218135902576,49.27317893724686,164.23512867235834,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
